image,method,bpp,payload_bytes,embed_time_s,extract_time_s,extraction_verified,mse,psnr,ssim,kl_divergence,distortion_per_bit,rs_estimated_rate,rs_detected,chi2_embedding_prob,chi2_detected,spa_estimated_rate,spa_detected,mean_depth,depth_std
smooth_00006.png,Fixed-LSB-2,0.05,280,0.005627,0.008250,True,0.015040,66.3583,0.999779,0.00000172,0.0000067143,0.500000,True,1.000000,True,0.128217,True,,
smooth_00006.png,Fixed-LSB-2,0.1,567,0.005603,0.005894,True,0.030111,63.3436,0.999559,0.00000341,0.0000066382,0.500000,True,1.000000,True,0.128983,True,,
smooth_00006.png,Fixed-LSB-2,0.2,1141,0.006071,0.007414,True,0.060145,60.3388,0.999118,0.00001189,0.0000065891,0.004898,False,1.000000,True,0.130362,True,,
smooth_00006.png,Fixed-LSB-2,0.3,1714,0.007796,0.005859,True,0.089111,58.6315,0.998694,0.00002269,0.0000064988,0.000158,False,1.000000,True,0.129442,True,,
smooth_00006.png,Fixed-LSB-2,0.4,2287,0.006372,0.009817,True,0.117360,57.4356,0.998281,0.00003266,0.0000064145,0.007258,False,1.000000,True,0.131832,True,,
smooth_00006.png,Adaptive,0.05,143,0.008070,0.010437,True,0.002981,73.3878,0.999956,0.00000099,0.0000026054,0.004704,False,1.000000,True,0.128983,True,1.0208,0.1427
smooth_00006.png,Adaptive,0.1,286,0.007979,0.007051,True,0.005941,70.3924,0.999913,0.00000219,0.0000025965,0.018199,False,1.000000,True,0.130607,True,1.0208,0.1427
smooth_00006.png,Adaptive,0.2,573,0.010282,0.009411,True,0.011770,67.4232,0.999827,0.00000534,0.0000025675,0.030446,False,1.000000,True,0.133027,True,1.0208,0.1427
smooth_00006.png,Adaptive,0.3,859,0.009651,0.017547,True,0.017705,65.6498,0.999740,0.00000852,0.0000025764,0.044969,False,1.000000,True,0.135631,True,1.0208,0.1427
smooth_00006.png,Adaptive,0.4,1146,0.010853,0.009280,True,0.023524,64.4157,0.999654,0.00001017,0.0000025659,0.056954,True,1.000000,True,0.139093,True,1.0208,0.1427
smooth_00007.png,Fixed-LSB-1,0.05,280,0.004689,0.004415,True,0.005636,70.6214,0.999917,0.00000175,0.0000025159,0.500000,True,1.000000,True,0.138695,True,,
smooth_00007.png,Fixed-LSB-1,0.1,567,0.004909,0.007875,True,0.011454,67.5411,0.999832,0.00000538,0.0000025252,0.500000,True,1.000000,True,0.140502,True,,
smooth_00007.png,Fixed-LSB-1,0.2,1141,0.011412,0.006875,True,0.023204,64.4753,0.999659,0.00001670,0.0000025420,0.500000,True,1.000000,True,0.143566,True,,
smooth_00007.png,Fixed-LSB-1,0.3,1714,0.014960,0.009043,True,0.034744,62.7220,0.999489,0.00002585,0.0000025339,0.022759,False,1.000000,True,0.146875,True,,
smooth_00007.png,Fixed-LSB-1,0.4,2287,0.005573,0.006492,True,0.046041,61.4994,0.999323,0.00003887,0.0000025164,0.052437,True,1.000000,True,0.149724,True,,
smooth_00007.png,Fixed-LSB-2,0.05,280,0.006028,0.004642,True,0.015086,66.3451,0.999779,0.00000259,0.0000067348,0.500000,True,1.000000,True,0.137194,True,,
smooth_00007.png,Fixed-LSB-2,0.1,567,0.005255,0.007596,True,0.029602,63.4176,0.999566,0.00000695,0.0000065260,0.500000,True,1.000000,True,0.138235,True,,
smooth_00007.png,Fixed-LSB-2,0.2,1141,0.007064,0.008416,True,0.058879,60.4312,0.999136,0.00001647,0.0000064503,0.500000,True,1.000000,True,0.139216,True,,
smooth_00007.png,Fixed-LSB-2,0.3,1714,0.018481,0.009543,True,0.087631,58.7042,0.998715,0.00005752,0.0000063908,0.500000,True,1.000000,True,0.136949,True,,
smooth_00007.png,Fixed-LSB-2,0.4,2287,0.007940,0.007713,True,0.118108,57.4080,0.998269,0.00010946,0.0000064554,0.500000,True,1.000000,True,0.137377,True,,
smooth_00007.png,Adaptive,0.05,143,0.013412,0.011934,True,0.003235,73.0322,0.999952,0.00000111,0.0000028277,0.500000,True,1.000000,True,0.138174,True,1.0101,0.1001
smooth_00007.png,Adaptive,0.1,286,0.007709,0.009615,True,0.006119,70.2642,0.999910,0.00000248,0.0000026743,0.500000,True,1.000000,True,0.138940,True,1.0101,0.1001
smooth_00007.png,Adaptive,0.2,573,0.006786,0.010519,True,0.011734,67.4363,0.999828,0.00000532,0.0000025598,0.500000,True,1.000000,True,0.141268,True,1.0101,0.1001
smooth_00007.png,Adaptive,0.3,859,0.008270,0.010441,True,0.017649,65.6635,0.999741,0.00001102,0.0000025683,0.500000,True,1.000000,True,0.142555,True,1.0101,0.1001
smooth_00007.png,Adaptive,0.4,1146,0.007541,0.009636,True,0.023254,64.4658,0.999658,0.00002397,0.0000025365,0.003730,False,1.000000,True,0.144393,True,1.0101,0.1001
smooth_00008.png,Fixed-LSB-1,0.05,280,0.005579,0.005869,True,0.005900,70.4222,0.999913,0.00000272,0.0000026340,0.025594,False,1.000000,True,0.148192,True,,
smooth_00008.png,Fixed-LSB-1,0.1,567,0.004763,0.004606,True,0.011841,67.3970,0.999826,0.00000567,0.0000026104,0.040665,False,1.000000,True,0.150368,True,,
smooth_00008.png,Fixed-LSB-1,0.2,1141,0.005199,0.005539,True,0.023677,64.3876,0.999652,0.00001587,0.0000025938,0.070757,True,1.000000,True,0.156281,True,,
smooth_00008.png,Fixed-LSB-1,0.3,1714,0.004725,0.005945,True,0.035288,62.6545,0.999482,0.00002345,0.0000025735,0.093793,True,1.000000,True,0.159191,True,,
smooth_00008.png,Fixed-LSB-1,0.4,2287,0.006275,0.004946,True,0.046987,61.4110,0.999311,0.00002553,0.0000025682,0.101431,True,1.000000,True,0.163419,True,,
smooth_00008.png,Fixed-LSB-2,0.05,280,0.006517,0.005477,True,0.014511,66.5138,0.999787,0.00000671,0.0000064782,0.012545,False,1.000000,True,0.145680,True,,
smooth_00008.png,Fixed-LSB-2,0.1,567,0.006292,0.007062,True,0.029317,63.4596,0.999570,0.00000932,0.0000064632,0.011452,False,1.000000,True,0.145864,True,,
smooth_00008.png,Fixed-LSB-2,0.2,1141,0.013521,0.007049,True,0.057821,60.5100,0.999152,0.00002241,0.0000063344,0.015671,False,1.000000,True,0.145680,True,,
smooth_00008.png,Fixed-LSB-2,0.3,1714,0.006261,0.008119,True,0.088104,58.6808,0.998709,0.00003533,0.0000064253,0.019377,False,1.000000,True,0.146875,True,,
smooth_00008.png,Fixed-LSB-2,0.4,2287,0.007635,0.005851,True,0.117096,57.4454,0.998285,0.00004823,0.0000064001,0.028554,False,1.000000,True,0.147641,True,,
smooth_00008.png,Adaptive,0.05,143,0.007759,0.007094,True,0.003153,73.1429,0.999954,0.00000077,0.0000027565,0.012174,False,1.000000,True,0.147120,True,1.0219,0.1463
smooth_00008.png,Adaptive,0.1,286,0.007367,0.013332,True,0.006104,70.2750,0.999910,0.00000202,0.0000026676,0.020634,False,1.000000,True,0.148315,True,1.0219,0.1463
smooth_00008.png,Adaptive,0.2,573,0.007687,0.009157,True,0.011953,67.3561,0.999824,0.00000608,0.0000026075,0.038290,False,1.000000,True,0.151471,True,1.0219,0.1463
smooth_00008.png,Adaptive,0.3,859,0.012507,0.015388,True,0.017827,65.6199,0.999738,0.00001051,0.0000025942,0.055675,True,1.000000,True,0.153768,True,1.0219,0.1463
smooth_00008.png,Adaptive,0.4,1146,0.011028,0.013775,True,0.023697,64.3839,0.999652,0.00001522,0.0000025847,0.072615,True,1.000000,True,0.156863,True,1.0219,0.1463
smooth_00009.png,Fixed-LSB-1,0.05,280,0.004576,0.004604,True,0.005686,70.5824,0.999916,0.00000180,0.0000025386,0.014921,False,1.000000,True,0.143444,True,,
smooth_00009.png,Fixed-LSB-1,0.1,567,0.004715,0.005697,True,0.011403,67.5605,0.999832,0.00000265,0.0000025140,0.031346,False,1.000000,True,0.145159,True,,
smooth_00009.png,Fixed-LSB-1,0.2,1141,0.004674,0.006155,True,0.022975,64.5183,0.999662,0.00000621,0.0000025169,0.056470,True,1.000000,True,0.149786,True,,
smooth_00009.png,Fixed-LSB-1,0.3,1714,0.005060,0.010437,True,0.034490,62.7539,0.999493,0.00001668,0.0000025153,0.084761,True,1.000000,True,0.154718,True,,
smooth_00009.png,Fixed-LSB-1,0.4,2287,0.006104,0.005357,True,0.045965,61.5066,0.999324,0.00002060,0.0000025123,0.109298,True,1.000000,True,0.159161,True,,
smooth_00009.png,Fixed-LSB-2,0.05,280,0.006155,0.005624,True,0.015666,66.1813,0.999770,0.00000172,0.0000069936,0.002002,False,1.000000,True,0.141085,True,,
smooth_00009.png,Fixed-LSB-2,0.1,567,0.005169,0.007392,True,0.030624,63.2701,0.999550,0.00000390,0.0000067514,0.500000,True,1.000000,True,0.140564,True,,
smooth_00009.png,Fixed-LSB-2,0.2,1141,0.006822,0.008048,True,0.059779,60.3653,0.999122,0.00001005,0.0000065490,0.001538,False,1.000000,True,0.142004,True,,
smooth_00009.png,Fixed-LSB-2,0.3,1714,0.007336,0.006163,True,0.088638,58.6546,0.998700,0.00001893,0.0000064643,0.002317,False,1.000000,True,0.141452,True,,
smooth_00009.png,Fixed-LSB-2,0.4,2287,0.006055,0.005995,True,0.117757,57.4209,0.998273,0.00003334,0.0000064362,0.006342,False,1.000000,True,0.140778,True,,
smooth_00009.png,Adaptive,0.05,143,0.007228,0.007948,True,0.002975,73.3953,0.999956,0.00000158,0.0000026009,0.012619,False,1.000000,True,0.142770,True,1.0326,0.1775
smooth_00009.png,Adaptive,0.1,286,0.007981,0.008302,True,0.005854,70.4561,0.999914,0.00000182,0.0000025587,0.023399,False,1.000000,True,0.144087,True,1.0326,0.1775
smooth_00009.png,Adaptive,0.2,573,0.011870,0.014368,True,0.011592,67.4894,0.999829,0.00000515,0.0000025287,0.033888,False,1.000000,True,0.145956,True,1.0326,0.1775
smooth_00009.png,Adaptive,0.3,859,0.011384,0.014882,True,0.017385,65.7291,0.999744,0.00000737,0.0000025298,0.047091,False,1.000000,True,0.146661,True,1.0326,0.1775
smooth_00009.png,Adaptive,0.4,1146,0.010120,0.009302,True,0.023351,64.4477,0.999657,0.00001255,0.0000025470,0.061092,True,1.000000,True,0.150245,True,1.0326,0.1775
