image,ablation,bpp,payload_bytes,mse,psnr,ssim,kl_divergence,rs_detected,chi2_detected,spa_detected,mean_depth,extraction_verified
smooth_00024.png,edge_only,0.1,245,0.005249,70.9300,0.999923,0.00000265,False,True,True,1.4033,True
smooth_00024.png,edge_only,0.2,491,0.010223,68.0349,0.999850,0.00000610,False,True,True,1.4033,True
smooth_00024.png,edge_only,0.3,737,0.015152,66.3261,0.999778,0.00001000,False,True,True,1.4033,True
smooth_00024.png,edge_only,0.4,982,0.020040,65.1119,0.999706,0.00001207,True,True,True,1.4033,True
smooth_00024.png,no_pressure,0.05,122,0.002716,73.7914,0.999960,0.00000179,False,True,True,1.0099,True
smooth_00024.png,no_pressure,0.1,245,0.005147,71.0150,0.999925,0.00000262,False,True,True,1.0099,True
smooth_00024.png,no_pressure,0.2,491,0.010188,68.0500,0.999851,0.00000653,True,True,True,1.0099,True
smooth_00024.png,no_pressure,0.3,737,0.015045,66.3568,0.999780,0.00001026,True,True,True,1.0099,True
smooth_00024.png,no_pressure,0.4,982,0.020081,65.1030,0.999706,0.00001409,True,True,True,1.0099,True
smooth_00025.png,full_system,0.05,122,0.002736,73.7590,0.999960,0.00000137,True,True,True,1.0207,True
smooth_00025.png,full_system,0.1,245,0.005315,70.8757,0.999922,0.00000274,False,True,True,1.0207,True
smooth_00025.png,full_system,0.2,491,0.010422,67.9514,0.999847,0.00000467,False,True,True,1.0207,True
smooth_00025.png,full_system,0.3,737,0.015254,66.2971,0.999776,0.00000701,False,True,True,1.0207,True
smooth_00025.png,full_system,0.4,982,0.020162,65.0855,0.999705,0.00001073,False,True,True,1.0207,True
smooth_00025.png,entropy_only,0.05,122,0.002741,73.7509,0.999960,0.00000105,True,True,True,1.0000,True
smooth_00025.png,entropy_only,0.1,245,0.005234,70.9427,0.999923,0.00000284,False,True,True,1.0000,True
smooth_00025.png,entropy_only,0.2,491,0.010264,68.0176,0.999850,0.00000588,False,True,True,1.0000,True
smooth_00025.png,entropy_only,0.3,737,0.015218,66.3072,0.999777,0.00000953,False,True,True,1.0000,True
smooth_00025.png,entropy_only,0.4,982,0.019918,65.1384,0.999708,0.00000953,False,True,True,1.0000,True
smooth_00025.png,edge_only,0.05,122,0.002741,73.7509,0.999960,0.00000075,False,True,True,1.6567,True
smooth_00025.png,edge_only,0.1,245,0.005254,70.9258,0.999923,0.00000241,False,True,True,1.6567,True
smooth_00025.png,edge_only,0.2,491,0.010213,68.0392,0.999850,0.00000372,False,True,True,1.6567,True
smooth_00025.png,edge_only,0.3,737,0.015193,66.3145,0.999777,0.00000810,False,True,True,1.6567,True
smooth_00025.png,edge_only,0.4,982,0.020131,65.0921,0.999704,0.00001086,True,True,True,1.6567,True
smooth_00025.png,no_pressure,0.05,122,0.002736,73.7590,0.999960,0.00000137,True,True,True,1.0207,True
smooth_00025.png,no_pressure,0.1,245,0.005315,70.8757,0.999922,0.00000274,False,True,True,1.0207,True
smooth_00025.png,no_pressure,0.2,491,0.010422,67.9514,0.999847,0.00000467,False,True,True,1.0207,True
smooth_00025.png,no_pressure,0.3,737,0.015254,66.2971,0.999776,0.00000701,False,True,True,1.0207,True
smooth_00025.png,no_pressure,0.4,982,0.020162,65.0855,0.999705,0.00001073,False,True,True,1.0207,True
smooth_00026.png,full_system,0.05,122,0.002747,73.7429,0.999960,0.00000090,False,True,True,1.0224,True
smooth_00026.png,full_system,0.1,245,0.005193,70.9766,0.999924,0.00000322,False,True,True,1.0224,True
smooth_00026.png,full_system,0.2,491,0.010173,68.0565,0.999852,0.00000559,False,True,True,1.0224,True
smooth_00026.png,full_system,0.3,737,0.015223,66.3057,0.999778,0.00000854,False,True,True,1.0224,True
smooth_00026.png,full_system,0.4,982,0.020325,65.0506,0.999703,0.00001465,False,True,True,1.0224,True
smooth_00026.png,entropy_only,0.05,122,0.002711,73.7995,0.999960,0.00000130,False,True,True,1.0000,True
smooth_00026.png,entropy_only,0.1,245,0.005310,70.8798,0.999922,0.00000262,False,True,True,1.0000,True
smooth_00026.png,entropy_only,0.2,491,0.010503,67.9176,0.999847,0.00000446,False,True,True,1.0000,True
smooth_00026.png,entropy_only,0.3,737,0.015823,66.1378,0.999769,0.00000799,False,True,True,1.0000,True
smooth_00026.png,entropy_only,0.4,982,0.020665,64.9783,0.999698,0.00001043,False,True,True,1.0000,True
smooth_00026.png,edge_only,0.05,122,0.002604,73.9741,0.999962,0.00000097,False,True,True,1.6630,True
smooth_00026.png,edge_only,0.1,245,0.004883,71.2441,0.999928,0.00000254,False,True,True,1.6630,True
smooth_00026.png,edge_only,0.2,491,0.009761,68.2361,0.999857,0.00000597,False,True,True,1.6630,True
smooth_00026.png,edge_only,0.3,737,0.014664,66.4684,0.999785,0.00001177,False,True,True,1.6630,True
smooth_00026.png,edge_only,0.4,982,0.019775,65.1696,0.999710,0.00001703,True,True,True,1.6630,True
smooth_00026.png,no_pressure,0.05,122,0.002747,73.7429,0.999960,0.00000090,False,True,True,1.0224,True
smooth_00026.png,no_pressure,0.1,245,0.005193,70.9766,0.999924,0.00000322,False,True,True,1.0224,True
smooth_00026.png,no_pressure,0.2,491,0.010173,68.0565,0.999852,0.00000559,False,True,True,1.0224,True
smooth_00026.png,no_pressure,0.3,737,0.015223,66.3057,0.999778,0.00000854,False,True,True,1.0224,True
smooth_00026.png,no_pressure,0.4,982,0.020325,65.0506,0.999703,0.00001465,False,True,True,1.0224,True
smooth_00027.png,full_system,0.05,122,0.002721,73.7833,0.999960,0.00000085,True,True,True,1.0230,True
smooth_00027.png,full_system,0.1,245,0.005269,70.9132,0.999922,0.00000211,False,True,True,1.0230,True
smooth_00027.png,full_system,0.2,491,0.010167,68.0587,0.999850,0.00000538,False,True,True,1.0230,True
smooth_00027.png,full_system,0.3,737,0.015345,66.2711,0.999774,0.00000732,False,True,True,1.0230,True
smooth_00027.png,full_system,0.4,982,0.020391,65.0365,0.999700,0.00001167,False,True,True,1.0230,True
smooth_00027.png,entropy_only,0.05,122,0.002640,73.9151,0.999961,0.00000070,True,True,True,1.0000,True
smooth_00027.png,entropy_only,0.1,245,0.005056,71.0930,0.999926,0.00000241,True,True,True,1.0000,True
smooth_00027.png,entropy_only,0.2,491,0.010157,68.0630,0.999851,0.00000493,False,True,True,1.0000,True
smooth_00027.png,entropy_only,0.3,737,0.015259,66.2956,0.999776,0.00000808,False,True,True,1.0000,True
smooth_00027.png,entropy_only,0.4,982,0.020269,65.0625,0.999702,0.00001096,False,True,True,1.0000,True
smooth_00027.png,edge_only,0.05,122,0.002599,73.9826,0.999962,0.00000057,True,True,True,1.6627,True
smooth_00027.png,edge_only,0.1,245,0.005224,70.9511,0.999923,0.00000165,True,True,True,1.6627,True
smooth_00027.png,edge_only,0.2,491,0.010086,68.0936,0.999851,0.00000429,False,True,True,1.6627,True
smooth_00027.png,edge_only,0.3,737,0.015066,66.3510,0.999778,0.00000871,False,True,True,1.6627,True
smooth_00027.png,edge_only,0.4,982,0.020050,65.1096,0.999704,0.00001150,False,True,True,1.6627,True
smooth_00027.png,no_pressure,0.05,122,0.002721,73.7833,0.999960,0.00000085,True,True,True,1.0230,True
smooth_00027.png,no_pressure,0.1,245,0.005269,70.9132,0.999922,0.00000211,False,True,True,1.0230,True
smooth_00027.png,no_pressure,0.2,491,0.010167,68.0587,0.999850,0.00000538,False,True,True,1.0230,True
smooth_00027.png,no_pressure,0.3,737,0.015345,66.2711,0.999774,0.00000732,False,True,True,1.0230,True
smooth_00027.png,no_pressure,0.4,982,0.020391,65.0365,0.999700,0.00001167,False,True,True,1.0230,True
smooth_00028.png,full_system,0.05,122,0.002523,74.1120,0.999963,0.00000096,True,True,True,1.0339,True
smooth_00028.png,full_system,0.1,245,0.004995,71.1457,0.999927,0.00000140,True,True,True,1.0339,True
smooth_00028.png,full_system,0.2,491,0.010122,68.0783,0.999852,0.00000468,True,True,True,1.0339,True
smooth_00028.png,full_system,0.3,737,0.015218,66.3072,0.999777,0.00000738,False,True,True,1.0339,True
smooth_00028.png,full_system,0.4,982,0.020238,65.0691,0.999704,0.00001016,False,True,True,1.0339,True
smooth_00028.png,entropy_only,0.05,122,0.002563,74.0425,0.999962,0.00000076,True,True,True,1.0000,True
smooth_00028.png,entropy_only,0.1,245,0.005107,71.0495,0.999925,0.00000240,True,True,True,1.0000,True
smooth_00028.png,entropy_only,0.2,491,0.010132,68.0739,0.999852,0.00000640,False,True,True,1.0000,True
smooth_00028.png,entropy_only,0.3,737,0.015116,66.3363,0.999779,0.00000792,False,True,True,1.0000,True
smooth_00028.png,entropy_only,0.4,982,0.020208,65.0756,0.999704,0.00001179,False,True,True,1.0000,True
smooth_00028.png,edge_only,0.05,122,0.002711,73.7995,0.999960,0.00000078,True,True,True,1.6574,True
smooth_00028.png,edge_only,0.1,245,0.005178,70.9893,0.999924,0.00000240,True,True,True,1.6574,True
smooth_00028.png,edge_only,0.2,491,0.010106,68.0848,0.999852,0.00000577,False,True,True,1.6574,True
smooth_00028.png,edge_only,0.3,737,0.015132,66.3319,0.999778,0.00001026,False,True,True,1.6574,True
smooth_00028.png,edge_only,0.4,982,0.020208,65.0756,0.999703,0.00001465,False,True,True,1.6574,True
smooth_00028.png,no_pressure,0.05,122,0.002523,74.1120,0.999963,0.00000096,True,True,True,1.0339,True
smooth_00028.png,no_pressure,0.1,245,0.004995,71.1457,0.999927,0.00000140,True,True,True,1.0339,True
smooth_00028.png,no_pressure,0.2,491,0.010122,68.0783,0.999852,0.00000468,True,True,True,1.0339,True
smooth_00028.png,no_pressure,0.3,737,0.015218,66.3072,0.999777,0.00000738,False,True,True,1.0339,True
smooth_00028.png,no_pressure,0.4,982,0.020238,65.0691,0.999704,0.00001016,False,True,True,1.0339,True
smooth_00029.png,full_system,0.05,122,0.002797,73.6632,0.999959,0.00000080,False,True,True,1.0207,True
smooth_00029.png,full_system,0.1,245,0.005300,70.8881,0.999922,0.00000758,False,True,True,1.0207,True
smooth_00029.png,full_system,0.2,491,0.010305,68.0004,0.999848,0.00000939,False,True,True,1.0207,True
smooth_00029.png,full_system,0.3,737,0.015198,66.3130,0.999776,0.00001137,False,True,True,1.0207,True
smooth_00029.png,full_system,0.4,982,0.020208,65.0756,0.999703,0.00001680,True,True,True,1.0207,True
smooth_00029.png,entropy_only,0.05,122,0.002472,74.2005,0.999964,0.00000075,False,True,True,1.0000,True
smooth_00029.png,entropy_only,0.1,245,0.004974,71.1634,0.999927,0.00000155,False,True,True,1.0000,True
smooth_00029.png,entropy_only,0.2,491,0.009898,68.1754,0.999854,0.00000292,False,True,True,1.0000,True
smooth_00029.png,entropy_only,0.3,737,0.014862,66.4100,0.999781,0.00000631,False,True,True,1.0000,True
smooth_00029.png,entropy_only,0.4,982,0.019867,65.1495,0.999708,0.00001153,False,True,True,1.0000,True
smooth_00029.png,edge_only,0.05,122,0.002792,73.6711,0.999959,0.00000097,True,True,True,1.6553,True
smooth_00029.png,edge_only,0.1,245,0.005381,70.8220,0.999921,0.00000182,False,True,True,1.6553,True
smooth_00029.png,edge_only,0.2,491,0.010249,68.0241,0.999849,0.00000601,False,True,True,1.6553,True
smooth_00029.png,edge_only,0.3,737,0.015249,66.2985,0.999775,0.00001170,False,True,True,1.6553,True
smooth_00029.png,edge_only,0.4,982,0.020208,65.0756,0.999702,0.00001544,False,True,True,1.6553,True
smooth_00029.png,no_pressure,0.05,122,0.002797,73.6632,0.999959,0.00000080,False,True,True,1.0207,True
smooth_00029.png,no_pressure,0.1,245,0.005300,70.8881,0.999922,0.00000758,False,True,True,1.0207,True
smooth_00029.png,no_pressure,0.2,491,0.010305,68.0004,0.999848,0.00000939,False,True,True,1.0207,True
smooth_00029.png,no_pressure,0.3,737,0.015198,66.3130,0.999776,0.00001137,False,True,True,1.0207,True
smooth_00029.png,no_pressure,0.4,982,0.020208,65.0756,0.999703,0.00001680,True,True,True,1.0207,True
smooth_00030.png,full_system,0.05,122,0.002625,73.9403,0.999961,0.00000076,False,True,True,1.0209,True
smooth_00030.png,full_system,0.1,245,0.005046,71.1017,0.999926,0.00000083,False,True,True,1.0209,True
smooth_00030.png,full_system,0.2,491,0.009979,68.1398,0.999853,0.00000249,False,True,True,1.0209,True
smooth_00030.png,full_system,0.3,737,0.015116,66.3363,0.999778,0.00000556,True,True,True,1.0209,True
smooth_00030.png,full_system,0.4,982,0.020040,65.1119,0.999706,0.00000813,True,True,True,1.0209,True
smooth_00030.png,entropy_only,0.05,122,0.002645,73.9068,0.999961,0.00000069,False,True,True,1.0000,True
smooth_00030.png,entropy_only,0.1,245,0.005091,71.0625,0.999925,0.00000147,False,True,True,1.0000,True
smooth_00030.png,entropy_only,0.2,491,0.010173,68.0565,0.999851,0.00000433,True,True,True,1.0000,True
smooth_00030.png,entropy_only,0.3,737,0.015218,66.3072,0.999776,0.00000550,True,True,True,1.0000,True
smooth_00030.png,entropy_only,0.4,982,0.020304,65.0549,0.999702,0.00000793,True,True,True,1.0000,True
smooth_00030.png,edge_only,0.05,122,0.002731,73.7671,0.999960,0.00000098,False,True,True,1.6563,True
smooth_00030.png,edge_only,0.1,245,0.005224,70.9511,0.999923,0.00000266,False,True,True,1.6563,True
smooth_00030.png,edge_only,0.2,491,0.010345,67.9833,0.999848,0.00000296,False,True,True,1.6563,True
smooth_00030.png,edge_only,0.3,737,0.015361,66.2667,0.999774,0.00000593,True,True,True,1.6563,True
smooth_00030.png,edge_only,0.4,982,0.020259,65.0647,0.999701,0.00001137,True,True,True,1.6563,True
smooth_00030.png,no_pressure,0.05,122,0.002625,73.9403,0.999961,0.00000076,False,True,True,1.0209,True
smooth_00030.png,no_pressure,0.1,245,0.005046,71.1017,0.999926,0.00000083,False,True,True,1.0209,True
smooth_00030.png,no_pressure,0.2,491,0.009979,68.1398,0.999853,0.00000249,False,True,True,1.0209,True
smooth_00030.png,no_pressure,0.3,737,0.015116,66.3363,0.999778,0.00000556,True,True,True,1.0209,True
smooth_00030.png,no_pressure,0.4,982,0.020040,65.1119,0.999706,0.00000813,True,True,True,1.0209,True
smooth_00031.png,full_system,0.05,122,0.002650,73.8984,0.999961,0.00000041,True,True,True,1.0085,True
smooth_00031.png,full_system,0.1,245,0.005188,70.9808,0.999924,0.00000085,True,True,True,1.0085,True
smooth_00031.png,full_system,0.2,491,0.010295,68.0047,0.999849,0.00000321,True,True,True,1.0085,True
smooth_00031.png,full_system,0.3,737,0.015376,66.2624,0.999774,0.00000792,True,True,True,1.0085,True
smooth_00031.png,full_system,0.4,982,0.020477,65.0181,0.999699,0.00001240,False,True,True,1.0085,True
smooth_00031.png,entropy_only,0.05,122,0.002696,73.8241,0.999960,0.00000116,True,True,True,1.0000,True
smooth_00031.png,entropy_only,0.1,245,0.005280,70.9048,0.999922,0.00000232,True,True,True,1.0000,True
smooth_00031.png,entropy_only,0.2,491,0.010478,67.9281,0.999846,0.00000586,True,True,True,1.0000,True
smooth_00031.png,entropy_only,0.3,737,0.015594,66.2011,0.999771,0.00001051,True,True,True,1.0000,True
smooth_00031.png,entropy_only,0.4,982,0.020610,64.9901,0.999697,0.00001538,False,True,True,1.0000,True
smooth_00031.png,edge_only,0.05,122,0.002635,73.9235,0.999961,0.00000056,True,True,True,1.4082,True
smooth_00031.png,edge_only,0.1,245,0.005142,71.0193,0.999924,0.00000071,True,True,True,1.4082,True
smooth_00031.png,edge_only,0.2,491,0.010111,68.0827,0.999851,0.00000775,True,True,True,1.4082,True
smooth_00031.png,edge_only,0.3,737,0.015137,66.3305,0.999777,0.00000986,False,True,True,1.4082,True
smooth_00031.png,edge_only,0.4,982,0.020243,65.0680,0.999702,0.00001538,False,True,True,1.4082,True
smooth_00031.png,no_pressure,0.05,122,0.002650,73.8984,0.999961,0.00000041,True,True,True,1.0085,True
smooth_00031.png,no_pressure,0.1,245,0.005188,70.9808,0.999924,0.00000085,True,True,True,1.0085,True
smooth_00031.png,no_pressure,0.2,491,0.010295,68.0047,0.999849,0.00000321,True,True,True,1.0085,True
smooth_00031.png,no_pressure,0.3,737,0.015376,66.2624,0.999774,0.00000792,True,True,True,1.0085,True
smooth_00031.png,no_pressure,0.4,982,0.020477,65.0181,0.999699,0.00001240,False,True,True,1.0085,True
smooth_00032.png,full_system,0.05,122,0.002569,74.0339,0.999962,0.00000125,True,True,True,1.0348,True
smooth_00032.png,full_system,0.1,245,0.005015,71.1280,0.999926,0.00000193,True,True,True,1.0348,True
smooth_00032.png,full_system,0.2,491,0.009944,68.1553,0.999854,0.00000328,True,True,True,1.0348,True
smooth_00032.png,full_system,0.3,737,0.015172,66.3203,0.999777,0.00000759,True,True,True,1.0348,True
smooth_00032.png,full_system,0.4,982,0.020030,65.1141,0.999706,0.00001207,False,True,True,1.0348,True
smooth_00032.png,entropy_only,0.05,122,0.002548,74.0684,0.999963,0.00000071,True,True,True,1.0000,True
smooth_00032.png,entropy_only,0.1,245,0.005056,71.0930,0.999926,0.00000129,True,True,True,1.0000,True
smooth_00032.png,entropy_only,0.2,491,0.009908,68.1709,0.999855,0.00000244,True,True,True,1.0000,True
smooth_00032.png,entropy_only,0.3,737,0.015106,66.3393,0.999778,0.00000576,True,True,True,1.0000,True
smooth_00032.png,entropy_only,0.4,982,0.020147,65.0888,0.999704,0.00000761,True,True,True,1.0000,True
smooth_00032.png,edge_only,0.05,122,0.002823,73.6239,0.999958,0.00000101,True,True,True,1.6590,True
smooth_00032.png,edge_only,0.1,245,0.005361,70.8384,0.999921,0.00000207,True,True,True,1.6590,True
smooth_00032.png,edge_only,0.2,491,0.010351,67.9812,0.999848,0.00000618,True,True,True,1.6590,True
smooth_00032.png,edge_only,0.3,737,0.015559,66.2110,0.999771,0.00000891,True,True,True,1.6590,True
smooth_00032.png,edge_only,0.4,982,0.020691,64.9730,0.999695,0.00001354,True,True,True,1.6590,True
smooth_00032.png,no_pressure,0.05,122,0.002569,74.0339,0.999962,0.00000125,True,True,True,1.0348,True
smooth_00032.png,no_pressure,0.1,245,0.005015,71.1280,0.999926,0.00000193,True,True,True,1.0348,True
smooth_00032.png,no_pressure,0.2,491,0.009944,68.1553,0.999854,0.00000328,True,True,True,1.0348,True
smooth_00032.png,no_pressure,0.3,737,0.015172,66.3203,0.999777,0.00000759,True,True,True,1.0348,True
smooth_00032.png,no_pressure,0.4,982,0.020030,65.1141,0.999706,0.00001207,False,True,True,1.0348,True
smooth_00033.png,full_system,0.05,122,0.002701,73.8159,0.999959,0.00001491,True,True,True,1.0076,True
smooth_00033.png,full_system,0.1,245,0.005249,70.9300,0.999921,0.00005139,True,True,True,1.0076,True
smooth_00033.png,full_system,0.2,491,0.010437,67.9450,0.999843,0.00018044,True,True,True,1.0076,True
smooth_00033.png,full_system,0.3,737,0.015569,66.2082,0.999766,0.00040178,True,True,True,1.0076,True
smooth_00033.png,full_system,0.4,982,0.020793,64.9517,0.999688,0.00065781,True,True,True,1.0076,True
smooth_00033.png,entropy_only,0.05,122,0.002609,73.9656,0.999961,0.00001389,True,True,True,1.0000,True
smooth_00033.png,entropy_only,0.1,245,0.004908,71.2215,0.999926,0.00004494,True,True,True,1.0000,True
smooth_00033.png,entropy_only,0.2,491,0.010111,68.0827,0.999848,0.00017342,True,True,True,1.0000,True
smooth_00033.png,entropy_only,0.3,737,0.015325,66.2768,0.999769,0.00038662,True,True,True,1.0000,True
smooth_00033.png,entropy_only,0.4,982,0.020253,65.0658,0.999696,0.00061047,True,True,True,1.0000,True
smooth_00033.png,edge_only,0.05,122,0.002650,73.8984,0.999959,0.00003125,True,True,True,1.3006,True
smooth_00033.png,edge_only,0.1,245,0.005142,71.0193,0.999921,0.00009953,True,True,True,1.3006,True
smooth_00033.png,edge_only,0.2,491,0.010045,68.1111,0.999847,0.00035125,True,True,True,1.3006,True
smooth_00033.png,edge_only,0.3,737,0.015162,66.3232,0.999769,0.00072232,True,True,True,1.3006,True
smooth_00033.png,edge_only,0.4,982,0.020081,65.1030,0.999695,0.00121769,True,True,True,1.3006,True
smooth_00033.png,no_pressure,0.05,122,0.002701,73.8159,0.999959,0.00001491,True,True,True,1.0076,True
smooth_00033.png,no_pressure,0.1,245,0.005249,70.9300,0.999921,0.00005139,True,True,True,1.0076,True
smooth_00033.png,no_pressure,0.2,491,0.010437,67.9450,0.999843,0.00018044,True,True,True,1.0076,True
smooth_00033.png,no_pressure,0.3,737,0.015569,66.2082,0.999766,0.00040178,True,True,True,1.0076,True
smooth_00033.png,no_pressure,0.4,982,0.020793,64.9517,0.999688,0.00065781,True,True,True,1.0076,True
smooth_00034.png,full_system,0.05,122,0.002569,74.0339,0.999962,0.00000102,True,True,True,1.0336,True
smooth_00034.png,full_system,0.1,245,0.005015,71.1280,0.999926,0.00000287,True,True,True,1.0336,True
smooth_00034.png,full_system,0.2,491,0.009923,68.1642,0.999854,0.00000578,True,True,True,1.0336,True
smooth_00034.png,full_system,0.3,737,0.014979,66.3760,0.999780,0.00001140,True,True,True,1.0336,True
smooth_00034.png,full_system,0.4,982,0.020035,65.1130,0.999706,0.00001466,True,True,True,1.0336,True
smooth_00034.png,entropy_only,0.05,122,0.002543,74.0771,0.999963,0.00000109,True,True,True,1.0000,True
smooth_00034.png,entropy_only,0.1,245,0.005142,71.0193,0.999924,0.00000225,True,True,True,1.0000,True
smooth_00034.png,entropy_only,0.2,491,0.010193,68.0478,0.999850,0.00000595,True,True,True,1.0000,True
smooth_00034.png,entropy_only,0.3,737,0.015289,66.2869,0.999775,0.00001325,True,True,True,1.0000,True
smooth_00034.png,entropy_only,0.4,982,0.020259,65.0647,0.999702,0.00001960,True,True,True,1.0000,True
smooth_00034.png,edge_only,0.05,122,0.002619,73.9487,0.999961,0.00000271,True,True,True,1.6369,True
smooth_00034.png,edge_only,0.1,245,0.005117,71.0408,0.999924,0.00000642,True,True,True,1.6369,True
smooth_00034.png,edge_only,0.2,491,0.010127,68.0761,0.999850,0.00002653,True,True,True,1.6369,True
smooth_00034.png,edge_only,0.3,737,0.015335,66.2739,0.999773,0.00005510,True,True,True,1.6369,True
smooth_00034.png,edge_only,0.4,982,0.020432,65.0278,0.999698,0.00009819,True,True,True,1.6369,True
smooth_00034.png,no_pressure,0.05,122,0.002569,74.0339,0.999962,0.00000102,True,True,True,1.0336,True
smooth_00034.png,no_pressure,0.1,245,0.005015,71.1280,0.999926,0.00000287,True,True,True,1.0336,True
smooth_00034.png,no_pressure,0.2,491,0.009923,68.1642,0.999854,0.00000578,True,True,True,1.0336,True
smooth_00034.png,no_pressure,0.3,737,0.014979,66.3760,0.999780,0.00001140,True,True,True,1.0336,True
smooth_00034.png,no_pressure,0.4,982,0.020035,65.1130,0.999706,0.00001466,True,True,True,1.0336,True
smooth_00035.png,full_system,0.05,122,0.002711,73.7995,0.999960,0.00000604,True,True,True,1.0227,True
smooth_00035.png,full_system,0.1,245,0.005152,71.0107,0.999924,0.00000722,True,True,True,1.0227,True
smooth_00035.png,full_system,0.2,491,0.010300,68.0026,0.999849,0.00000844,True,True,True,1.0227,True
smooth_00035.png,full_system,0.3,737,0.015371,66.2639,0.999775,0.00001731,True,True,True,1.0227,True
smooth_00035.png,full_system,0.4,982,0.020243,65.0680,0.999704,0.00002038,True,True,True,1.0227,True
smooth_00035.png,entropy_only,0.05,122,0.002711,73.7995,0.999960,0.00000137,True,True,True,1.0000,True
smooth_00035.png,entropy_only,0.1,245,0.005168,70.9979,0.999924,0.00000297,True,True,True,1.0000,True
smooth_00035.png,entropy_only,0.2,491,0.010005,68.1288,0.999853,0.00000363,True,True,True,1.0000,True
smooth_00035.png,entropy_only,0.3,737,0.015091,66.3436,0.999779,0.00001730,True,True,True,1.0000,True
smooth_00035.png,entropy_only,0.4,982,0.020075,65.1041,0.999706,0.00002149,True,True,True,1.0000,True
smooth_00035.png,edge_only,0.05,122,0.002762,73.7188,0.999959,0.00000126,True,True,True,1.6601,True
smooth_00035.png,edge_only,0.1,245,0.005386,70.8179,0.999921,0.00001895,True,True,True,1.6601,True
smooth_00035.png,edge_only,0.2,491,0.010437,67.9450,0.999847,0.00002183,True,True,True,1.6601,True
smooth_00035.png,edge_only,0.3,737,0.015625,66.1926,0.999770,0.00003094,True,True,True,1.6601,True
smooth_00035.png,edge_only,0.4,982,0.020640,64.9837,0.999697,0.00004144,True,True,True,1.6601,True
smooth_00035.png,no_pressure,0.05,122,0.002711,73.7995,0.999960,0.00000604,True,True,True,1.0227,True
smooth_00035.png,no_pressure,0.1,245,0.005152,71.0107,0.999924,0.00000722,True,True,True,1.0227,True
smooth_00035.png,no_pressure,0.2,491,0.010300,68.0026,0.999849,0.00000844,True,True,True,1.0227,True
smooth_00035.png,no_pressure,0.3,737,0.015371,66.2639,0.999775,0.00001731,True,True,True,1.0227,True
smooth_00035.png,no_pressure,0.4,982,0.020243,65.0680,0.999704,0.00002038,True,True,True,1.0227,True
smooth_00036.png,full_system,0.05,122,0.002513,74.1295,0.999963,0.00000114,False,True,True,1.0347,True
smooth_00036.png,full_system,0.1,245,0.004918,71.2126,0.999928,0.00000192,False,True,True,1.0347,True
smooth_00036.png,full_system,0.2,491,0.010162,68.0609,0.999851,0.00000618,False,True,True,1.0347,True
smooth_00036.png,full_system,0.3,737,0.015035,66.3598,0.999780,0.00000793,False,True,True,1.0347,True
smooth_00036.png,full_system,0.4,982,0.019958,65.1295,0.999708,0.00001183,False,True,True,1.0347,True
smooth_00036.png,entropy_only,0.05,122,0.002604,73.9741,0.999962,0.00000091,False,True,True,1.0000,True
smooth_00036.png,entropy_only,0.1,245,0.004944,71.1902,0.999928,0.00000159,False,True,True,1.0000,True
smooth_00036.png,entropy_only,0.2,491,0.009867,68.1888,0.999855,0.00000477,False,True,True,1.0000,True
smooth_00036.png,entropy_only,0.3,737,0.015076,66.3480,0.999779,0.00000682,False,True,True,1.0000,True
smooth_00036.png,entropy_only,0.4,982,0.019674,65.1920,0.999712,0.00000830,True,True,True,1.0000,True
smooth_00036.png,edge_only,0.05,122,0.002609,73.9656,0.999962,0.00000089,False,True,True,1.6603,True
smooth_00036.png,edge_only,0.1,245,0.005152,71.0107,0.999924,0.00000235,False,True,True,1.6603,True
smooth_00036.png,edge_only,0.2,491,0.010183,68.0522,0.999850,0.00000551,False,True,True,1.6603,True
smooth_00036.png,edge_only,0.3,737,0.015015,66.3657,0.999779,0.00001079,False,True,True,1.6603,True
smooth_00036.png,edge_only,0.4,982,0.020081,65.1030,0.999705,0.00001666,False,True,True,1.6603,True
smooth_00036.png,no_pressure,0.05,122,0.002513,74.1295,0.999963,0.00000114,False,True,True,1.0347,True
smooth_00036.png,no_pressure,0.1,245,0.004918,71.2126,0.999928,0.00000192,False,True,True,1.0347,True
smooth_00036.png,no_pressure,0.2,491,0.010162,68.0609,0.999851,0.00000618,False,True,True,1.0347,True
smooth_00036.png,no_pressure,0.3,737,0.015035,66.3598,0.999780,0.00000793,False,True,True,1.0347,True
smooth_00036.png,no_pressure,0.4,982,0.019958,65.1295,0.999708,0.00001183,False,True,True,1.0347,True
smooth_00037.png,full_system,0.05,122,0.002650,73.8984,0.999961,0.00000111,True,True,True,1.0097,True
smooth_00037.png,full_system,0.1,245,0.005127,71.0322,0.999925,0.00000247,False,True,True,1.0097,True
smooth_00037.png,full_system,0.2,491,0.009883,68.1821,0.999855,0.00000471,False,True,True,1.0097,True
smooth_00037.png,full_system,0.3,737,0.014979,66.3760,0.999780,0.00000760,False,True,True,1.0097,True
smooth_00037.png,full_system,0.4,982,0.020131,65.0921,0.999704,0.00000785,True,True,True,1.0097,True
smooth_00037.png,entropy_only,0.05,122,0.002513,74.1295,0.999963,0.00000052,True,True,True,1.0000,True
smooth_00037.png,entropy_only,0.1,245,0.004990,71.1501,0.999927,0.00000162,False,True,True,1.0000,True
