image_idx,entropy_mae,entropy_max_diff,entropy_rmse,edge_mae,edge_max_diff,edge_rmse,entropy_mae_nostrip,entropy_max_diff_nostrip,edge_mae_nostrip,edge_max_diff_nostrip,depth_mae,pct_pixels_differ,n_pixels,depth_diff_histogram,mean_cover_depth,mean_stego_depth,depth_mae_noise_0.001,pct_differ_noise_0.001,depth_mae_noise_0.005,pct_differ_noise_0.005,depth_mae_noise_0.01,pct_differ_noise_0.01,bpp
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0033759198206927653,0.16904936530923553,5.093830118343546e-05,0.003121583593463692,0.0,0.0,65536,{0: 65536},1.24371337890625,1.24371337890625,0.009552001953125,0.9552001953125,0.014434814453125,1.4434814453125,0.0185699462890625,1.85699462890625,0.1
21,0.0,0.0,0.0,0.0,0.0,0.0,0.003738785374035852,0.23147416337321847,5.447558138626555e-05,0.003925718352794275,0.0,0.0,65536,{0: 65536},1.225433349609375,1.225433349609375,0.005462646484375,0.5462646484375,0.0092010498046875,0.92010498046875,0.01312255859375,1.312255859375,0.1
22,0.0,0.0,0.0,0.0,0.0,0.0,0.003035288277628046,0.15529878519258755,8.941881243952386e-05,0.005054632083344585,0.0,0.0,65536,{0: 65536},1.188140869140625,1.188140869140625,0.007659912109375,0.7659912109375,0.0133209228515625,1.33209228515625,0.0193939208984375,1.93939208984375,0.1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0036506695330283633,0.14744630479994525,5.675318385333403e-05,0.003227853331611623,0.0,0.0,65536,{0: 65536},1.204376220703125,1.204376220703125,0.0074462890625,0.74462890625,0.0146026611328125,1.46026611328125,0.020904541015625,2.0904541015625,0.1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.004979162446818907,0.2315301626111439,6.014293525325537e-05,0.003283542909474531,0.0,0.0,65536,{0: 65536},1.213134765625,1.213134765625,0.0042572021484375,0.42572021484375,0.0095062255859375,0.95062255859375,0.0152740478515625,1.52740478515625,0.1
25,0.0,0.0,0.0,0.0,0.0,0.0,0.004338646701465412,0.2274196622328919,9.681559340992579e-05,0.005687861293596691,0.0,0.0,65536,{0: 65536},1.2048187255859375,1.2048187255859375,0.006378173828125,0.6378173828125,0.012847900390625,1.2847900390625,0.018707275390625,1.8707275390625,0.1
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0035500258498202503,0.1411029838797926,5.924153578911511e-05,0.003446616475947753,0.0,0.0,65536,{0: 65536},1.291107177734375,1.291107177734375,0.007293701171875,0.7293701171875,0.0152435302734375,1.52435302734375,0.0223388671875,2.23388671875,0.1
27,0.0,0.0,0.0,0.0,0.0,0.0,0.00311610071941736,0.16326530612244916,8.604019160114566e-05,0.004730827064614369,0.0,0.0,65536,{0: 65536},1.291046142578125,1.291046142578125,0.0071868896484375,0.71868896484375,0.0120849609375,1.20849609375,0.015625,1.5625,0.1
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0043178013502271385,0.1919145087559766,5.573960799642369e-05,0.0032661476516578775,0.0,0.0,65536,{0: 65536},1.3180389404296875,1.3180389404296875,0.00579833984375,0.579833984375,0.01043701171875,1.043701171875,0.0155181884765625,1.55181884765625,0.1
29,0.0,0.0,0.0,0.0,0.0,0.0,0.004223435471642259,0.24837362710642297,5.952541559453461e-05,0.0035719158196506895,0.0,0.0,65536,{0: 65536},1.3450775146484375,1.3450775146484375,0.0042266845703125,0.42266845703125,0.0072479248046875,0.72479248046875,0.0119781494140625,1.19781494140625,0.1
30,0.0,0.0,0.0,0.0,0.0,0.0,0.003607352711634023,0.19142677289358412,5.684344299671384e-05,0.003227946326661013,0.0,0.0,65536,{0: 65536},1.2896881103515625,1.2896881103515625,0.0063934326171875,0.63934326171875,0.0122222900390625,1.22222900390625,0.018096923828125,1.8096923828125,0.1
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0032429992795463547,0.22395380821452937,5.6730388210158905e-05,0.0035473039682872576,0.0,0.0,65536,{0: 65536},1.1888580322265625,1.1888580322265625,0.004425048828125,0.4425048828125,0.0086822509765625,0.86822509765625,0.01226806640625,1.226806640625,0.1
32,0.0,0.0,0.0,0.0,0.0,0.0,0.00381683560286243,0.18823988681984005,5.57623821651833e-05,0.0032376879220095134,0.0,0.0,65536,{0: 65536},1.30645751953125,1.30645751953125,0.0068206787109375,0.68206787109375,0.0131988525390625,1.31988525390625,0.0190887451171875,1.90887451171875,0.1
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0038933075718431713,0.15137643167749348,6.872304414968735e-05,0.00402767008721308,0.0,0.0,65536,{0: 65536},1.1400146484375,1.1400146484375,0.00665283203125,0.665283203125,0.0097503662109375,0.97503662109375,0.013153076171875,1.3153076171875,0.1
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0032062084113291104,0.18487040869309435,5.415756100921197e-05,0.0031652332864506583,0.0,0.0,65536,{0: 65536},1.2741241455078125,1.2741241455078125,0.006500244140625,0.6500244140625,0.011383056640625,1.1383056640625,0.0168609619140625,1.68609619140625,0.1
35,0.0,0.0,0.0,0.0,0.0,0.0,0.004207517006089142,0.1640488699914484,6.332681150287626e-05,0.003654867253374149,0.0,0.0,65536,{0: 65536},1.417266845703125,1.417266845703125,0.0071258544921875,0.71258544921875,0.0130157470703125,1.30157470703125,0.0185699462890625,1.85699462890625,0.1
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0031506829948704813,0.16904936530923553,5.735163961669797e-05,0.003705304383065919,0.0,0.0,65536,{0: 65536},1.3260040283203125,1.3260040283203125,0.0079193115234375,0.79193115234375,0.0105743408203125,1.05743408203125,0.01531982421875,1.531982421875,0.1
37,0.0,0.0,0.0,0.0,0.0,0.0,0.004218297833049455,0.2274196622328919,8.183515109330347e-05,0.005734718374969959,0.0,0.0,65536,{0: 65536},1.3377227783203125,1.3377227783203125,0.007354736328125,0.7354736328125,0.01300048828125,1.300048828125,0.02117919921875,2.117919921875,0.1
38,0.0,0.0,0.0,0.0,0.0,0.0,0.003741926204351026,0.23379343438037214,6.332618134298877e-05,0.004131738664764711,0.0,0.0,65536,{0: 65536},1.395843505859375,1.395843505859375,0.008026123046875,0.8026123046875,0.012603759765625,1.2603759765625,0.0172271728515625,1.72271728515625,0.1
39,0.0,0.0,0.0,0.0,0.0,0.0,0.004504652674225279,0.2378019206753933,0.0001469323073772157,0.008575373304203531,0.0,0.0,65536,{0: 65536},1.0497589111328125,1.0497589111328125,0.008270263671875,0.8270263671875,0.0149078369140625,1.49078369140625,0.0220489501953125,2.20489501953125,0.1
40,0.0,0.0,0.0,0.0,0.0,0.0,0.003956751718938153,0.21634245001311503,0.00010135972063585008,0.005673536650267111,0.0,0.0,65536,{0: 65536},1.3298797607421875,1.3298797607421875,0.0086212158203125,0.86212158203125,0.01605224609375,1.605224609375,0.0250701904296875,2.50701904296875,0.1
41,0.0,0.0,0.0,0.0,0.0,0.0,0.003498687905247945,0.1711310874317431,6.149821917225893e-05,0.0036621949810737575,0.0,0.0,65536,{0: 65536},1.2806549072265625,1.2806549072265625,0.007904052734375,0.7904052734375,0.0122833251953125,1.22833251953125,0.0179290771484375,1.79290771484375,0.1
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0031532356222480433,0.2466058767333239,5.843286017180277e-05,0.0032779460915969907,0.0,0.0,65536,{0: 65536},1.30169677734375,1.30169677734375,0.0070648193359375,0.70648193359375,0.0135345458984375,1.35345458984375,0.019683837890625,1.9683837890625,0.1
43,0.0,0.0,0.0,0.0,0.0,0.0,0.003958024928548723,0.1423211551532937,5.539756046093676e-05,0.0031444071036094146,0.0,0.0,65536,{0: 65536},1.2655029296875,1.2655029296875,0.0051727294921875,0.51727294921875,0.010101318359375,1.0101318359375,0.0152740478515625,1.52740478515625,0.1
44,0.0,0.0,0.0,0.0,0.0,0.0,0.003824818634532686,0.2142752306180803,6.954725918733813e-05,0.004144195048070204,0.0,0.0,65536,{0: 65536},1.32476806640625,1.32476806640625,0.0049896240234375,0.49896240234375,0.009002685546875,0.9002685546875,0.0132904052734375,1.32904052734375,0.1
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0034191931308982268,0.14074687657632134,6.436312622378746e-05,0.0036818943614863042,0.0,0.0,65536,{0: 65536},1.2552490234375,1.2552490234375,0.005462646484375,0.5462646484375,0.0099945068359375,0.99945068359375,0.0146942138671875,1.46942138671875,0.1
46,0.0,0.0,0.0,0.0,0.0,0.0,0.003272493835574622,0.14778874431416233,6.420347868446024e-05,0.003943929627684634,0.0,0.0,65536,{0: 65536},1.2893524169921875,1.2893524169921875,0.005828857421875,0.5828857421875,0.0110626220703125,1.10626220703125,0.016876220703125,1.6876220703125,0.1
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0037519444936928046,0.2142752306180804,5.494345664514855e-05,0.0032031848965155263,0.0,0.0,65536,{0: 65536},1.185150146484375,1.185150146484375,0.0034332275390625,0.34332275390625,0.0066680908203125,0.66680908203125,0.0095367431640625,0.95367431640625,0.1
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0035833389756354493,0.16432588838416207,6.393550709095715e-05,0.003885252474248188,0.0,0.0,65536,{0: 65536},1.326446533203125,1.326446533203125,0.008819580078125,0.8819580078125,0.01593017578125,1.593017578125,0.023345947265625,2.3345947265625,0.1
49,0.0,0.0,0.0,0.0,0.0,0.0,0.00337218780969214,0.1734212775161943,5.633133745091645e-05,0.0032142234633720512,0.0,0.0,65536,{0: 65536},1.368865966796875,1.368865966796875,0.007781982421875,0.7781982421875,0.0126800537109375,1.26800537109375,0.0178985595703125,1.78985595703125,0.1
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0035096034418856436,0.14733226426272705,7.000995605855332e-05,0.004156889202564518,0.0,0.0,65536,{0: 65536},1.2675628662109375,1.2675628662109375,0.006561279296875,0.6561279296875,0.0106964111328125,1.06964111328125,0.015350341796875,1.5350341796875,0.1
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0037756970477266388,0.2239538082145197,5.764242980796301e-05,0.0033716663441945294,0.0,0.0,65536,{0: 65536},1.25506591796875,1.25506591796875,0.0052642822265625,0.52642822265625,0.0107421875,1.07421875,0.01617431640625,1.617431640625,0.1
52,0.0,0.0,0.0,0.0,0.0,0.0,0.004487681454051091,0.16404886999144086,6.217469726968621e-05,0.004422557554492529,0.0,0.0,65536,{0: 65536},1.207427978515625,1.207427978515625,0.0054168701171875,0.54168701171875,0.0087432861328125,0.87432861328125,0.0128326416015625,1.28326416015625,0.1
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0037543442225223627,0.12988832605306655,6.632973373066983e-05,0.0037926827875958136,0.0,0.0,65536,{0: 65536},1.560089111328125,1.560089111328125,0.0098876953125,0.98876953125,0.0163726806640625,1.63726806640625,0.024017333984375,2.4017333984375,0.1
54,0.0,0.0,0.0,0.0,0.0,0.0,0.004042751621867326,0.18823988681984405,6.444268380973612e-05,0.003539917267436378,0.0,0.0,65536,{0: 65536},1.231658935546875,1.231658935546875,0.0057373046875,0.57373046875,0.0103912353515625,1.03912353515625,0.0170440673828125,1.70440673828125,0.1
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0029308701158492255,0.18203437833763259,0.00016844807859725153,0.009126074018430033,0.0,0.0,65536,{0: 65536},1.3838958740234375,1.3838958740234375,0.0340423583984375,3.40423583984375,0.056060791015625,5.6060791015625,0.08294677734375,8.294677734375,0.1
56,0.0,0.0,0.0,0.0,0.0,0.0,0.003230359246670583,0.2807281860643913,6.526785967934514e-05,0.004865193807461893,0.0,0.0,65536,{0: 65536},1.3699798583984375,1.3699798583984375,0.0079193115234375,0.79193115234375,0.01690673828125,1.690673828125,0.0213165283203125,2.13165283203125,0.1
57,0.0,0.0,0.0,0.0,0.0,0.0,0.003608712202083353,0.19692138280536642,6.901594196291011e-05,0.004772155935048971,0.0,0.0,65536,{0: 65536},1.23883056640625,1.23883056640625,0.0065460205078125,0.65460205078125,0.012664794921875,1.2664794921875,0.016143798828125,1.6143798828125,0.1
58,0.0,0.0,0.0,0.0,0.0,0.0,0.00331508192815782,0.22214123095583327,5.9973227661988914e-05,0.0034415326837908718,0.0,0.0,65536,{0: 65536},1.2467498779296875,1.2467498779296875,0.0076904296875,0.76904296875,0.011199951171875,1.1199951171875,0.0157470703125,1.57470703125,0.1
59,0.0,0.0,0.0,0.0,0.0,0.0,0.00378106390706949,0.19142677289358412,5.844002094640956e-05,0.0033235566278875806,0.0,0.0,65536,{0: 65536},1.2517547607421875,1.2517547607421875,0.0065460205078125,0.65460205078125,0.0120697021484375,1.20697021484375,0.01690673828125,1.690673828125,0.1
60,0.0,0.0,0.0,0.0,0.0,0.0,0.004244085335201938,0.22027106391315177,6.86402476540991e-05,0.003871278399359867,0.0,0.0,65536,{0: 65536},1.2494049072265625,1.2494049072265625,0.00750732421875,0.750732421875,0.0123138427734375,1.23138427734375,0.0174102783203125,1.74102783203125,0.1
61,0.0,0.0,0.0,0.0,0.0,0.0,0.003639469502901057,0.1310186607756505,6.436964831185344e-05,0.0035458585208747546,0.0,0.0,65536,{0: 65536},1.3103485107421875,1.3103485107421875,0.0062103271484375,0.62103271484375,0.0110321044921875,1.10321044921875,0.0169830322265625,1.69830322265625,0.1
62,0.0,0.0,0.0,0.0,0.0,0.0,0.003957507588494566,0.1661573357158428,5.795973273744773e-05,0.0032807725474461313,0.0,0.0,65536,{0: 65536},1.20294189453125,1.20294189453125,0.004486083984375,0.4486083984375,0.008056640625,0.8056640625,0.0113983154296875,1.13983154296875,0.1
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0032631580154257964,0.19585242599970742,5.328028034524609e-05,0.003143432938660061,0.0,0.0,65536,{0: 65536},1.256591796875,1.256591796875,0.0061492919921875,0.61492919921875,0.011566162109375,1.1566162109375,0.0170745849609375,1.70745849609375,0.1
64,0.0,0.0,0.0,0.0,0.0,0.0,0.00371689474899709,0.16833979745891492,6.255499723245885e-05,0.003299986409232347,0.0,0.0,65536,{0: 65536},1.4473114013671875,1.4473114013671875,0.0069580078125,0.69580078125,0.011962890625,1.1962890625,0.0178680419921875,1.78680419921875,0.1
65,0.0,0.0,0.0,0.0,0.0,0.0,0.004456285454620721,0.23069276446802045,9.331615367130842e-05,0.0055505896565832815,0.0,0.0,65536,{0: 65536},1.326385498046875,1.326385498046875,0.0099334716796875,0.99334716796875,0.011993408203125,1.1993408203125,0.0185394287109375,1.85394287109375,0.1
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0037421299662986508,0.20519346438889063,7.795295115489524e-05,0.004594528747985329,0.0,0.0,65536,{0: 65536},1.3076934814453125,1.3076934814453125,0.0066680908203125,0.66680908203125,0.0106048583984375,1.06048583984375,0.01513671875,1.513671875,0.1
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0032505502462338264,0.14733226426272683,5.381258997658021e-05,0.003233910270396316,0.0,0.0,65536,{0: 65536},1.303253173828125,1.303253173828125,0.0097503662109375,0.97503662109375,0.0150604248046875,1.50604248046875,0.0198211669921875,1.98211669921875,0.1
68,0.0,0.0,0.0,0.0,0.0,0.0,0.004174786628406909,0.20388913238319628,9.704828174202204e-05,0.005472770517333497,0.0,0.0,65536,{0: 65536},1.26953125,1.26953125,0.0113525390625,1.13525390625,0.018768310546875,1.8768310546875,0.0277557373046875,2.77557373046875,0.1
69,0.0,0.0,0.0,0.0,0.0,0.0,0.003758895778501318,0.2448979591836733,5.4264168909349724e-05,0.003310972186201605,0.0,0.0,65536,{0: 65536},1.3052825927734375,1.3052825927734375,0.0073089599609375,0.73089599609375,0.0127410888671875,1.27410888671875,0.01776123046875,1.776123046875,0.1
70,0.0,0.0,0.0,0.0,0.0,0.0,0.003398861348511383,0.23226351035421222,6.929218201522365e-05,0.003923904657068215,0.0,0.0,65536,{0: 65536},1.297149658203125,1.297149658203125,0.005157470703125,0.5157470703125,0.00982666015625,0.982666015625,0.0147857666015625,1.47857666015625,0.1
71,0.0,0.0,0.0,0.0,0.0,0.0,0.003562935954378034,0.16326530612244916,5.318750710642582e-05,0.004159021279087802,0.0,0.0,65536,{0: 65536},1.1944580078125,1.1944580078125,0.004425048828125,0.4425048828125,0.007232666015625,0.7232666015625,0.010955810546875,1.0955810546875,0.1
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0035524282635798882,0.17285676393946514,5.178884597125458e-05,0.0031634738979431296,0.0,0.0,65536,{0: 65536},1.165924072265625,1.165924072265625,0.001953125,0.1953125,0.0032501220703125,0.32501220703125,0.0047607421875,0.47607421875,0.1
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0037089422319694027,0.21427523061807285,5.413919181936046e-05,0.0031515587962955404,0.0,0.0,65536,{0: 65536},1.2655181884765625,1.2655181884765625,0.0088043212890625,0.88043212890625,0.01263427734375,1.263427734375,0.01849365234375,1.849365234375,0.1
74,0.0,0.0,0.0,0.0,0.0,0.0,0.003166218856500748,0.17749043043252133,5.573331325712233e-05,0.0032622613212531792,0.0,0.0,65536,{0: 65536},1.28729248046875,1.28729248046875,0.0068359375,0.68359375,0.0125885009765625,1.25885009765625,0.0188140869140625,1.88140869140625,0.1
75,0.0,0.0,0.0,0.0,0.0,0.0,0.003667445442000578,0.16949004392003286,5.48483112649282e-05,0.0032668119742760293,0.0,0.0,65536,{0: 65536},1.24853515625,1.24853515625,0.005401611328125,0.5401611328125,0.0095977783203125,0.95977783203125,0.013671875,1.3671875,0.1
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0037514533484103016,0.21213275808050192,5.744825084665107e-05,0.0033479349200429267,0.0,0.0,65536,{0: 65536},1.3450927734375,1.3450927734375,0.0057373046875,0.57373046875,0.0115509033203125,1.15509033203125,0.017791748046875,1.7791748046875,0.1
77,0.0,0.0,0.0,0.0,0.0,0.0,0.003455052972371131,0.19611511172320029,5.597864890119507e-05,0.003237366617452596,0.0,0.0,65536,{0: 65536},1.2791290283203125,1.2791290283203125,0.0067138671875,0.67138671875,0.01318359375,1.318359375,0.0201263427734375,2.01263427734375,0.1
78,0.0,0.0,0.0,0.0,0.0,0.0,0.003564682069432655,0.19815318254176928,5.895125019272167e-05,0.003323578655522408,0.0,0.0,65536,{0: 65536},1.583740234375,1.583740234375,0.0077056884765625,0.77056884765625,0.0144500732421875,1.44500732421875,0.0226593017578125,2.26593017578125,0.1
79,0.0,0.0,0.0,0.0,0.0,0.0,0.003277831321921942,0.20519346438891184,5.990666241163266e-05,0.0037604828553381565,0.0,0.0,65536,{0: 65536},1.29791259765625,1.29791259765625,0.0045166015625,0.45166015625,0.0091094970703125,0.91094970703125,0.013153076171875,1.3153076171875,0.1
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0034743583610438917,0.20759862559919684,5.027087304957676e-05,0.003003230715028865,0.0,0.0,65536,{0: 65536},1.23236083984375,1.23236083984375,0.0051422119140625,0.51422119140625,0.011383056640625,1.1383056640625,0.017608642578125,1.7608642578125,0.1
81,0.0,0.0,0.0,0.0,0.0,0.0,0.00333483627379606,0.155910564158797,5.61366717970761e-05,0.0032398685324309534,0.0,0.0,65536,{0: 65536},1.2452850341796875,1.2452850341796875,0.00634765625,0.634765625,0.0100250244140625,1.00250244140625,0.013885498046875,1.3885498046875,0.1
82,0.0,0.0,0.0,0.0,0.0,0.0,0.004028938965902041,0.16326530612244872,5.8466221328592185e-05,0.003448099254457715,0.0,0.0,65536,{0: 65536},1.3759307861328125,1.3759307861328125,0.0082855224609375,0.82855224609375,0.014373779296875,1.4373779296875,0.0205841064453125,2.05841064453125,0.1
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0033268104019743725,0.16904936530923553,5.56106441169037e-05,0.0032524715790372936,0.0,0.0,65536,{0: 65536},1.3139495849609375,1.3139495849609375,0.006072998046875,0.6072998046875,0.01153564453125,1.153564453125,0.0182342529296875,1.82342529296875,0.1
84,0.0,0.0,0.0,0.0,0.0,0.0,0.005036271246096999,0.2367389379839473,5.6730030937406005e-05,0.003463510098124235,0.0,0.0,65536,{0: 65536},1.0962066650390625,1.0962066650390625,0.002410888671875,0.2410888671875,0.005523681640625,0.5523681640625,0.0088653564453125,0.88653564453125,0.1
85,0.0,0.0,0.0,0.0,0.0,0.0,0.003830149961584946,0.17276695350744475,6.0866203777521695e-05,0.004535335253324358,0.0,0.0,65536,{0: 65536},1.267578125,1.267578125,0.0078277587890625,0.78277587890625,0.0118408203125,1.18408203125,0.016815185546875,1.6815185546875,0.1
86,0.0,0.0,0.0,0.0,0.0,0.0,0.003457054011717778,0.19407704090463263,6.295078750714174e-05,0.0047719244176126635,0.0,0.0,65536,{0: 65536},1.3112945556640625,1.3112945556640625,0.009857177734375,0.9857177734375,0.014373779296875,1.4373779296875,0.021881103515625,2.1881103515625,0.1
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0028735770620403876,0.14785943873135743,5.561933542370373e-05,0.003443999498644615,0.0,0.0,65536,{0: 65536},1.421112060546875,1.421112060546875,0.0053863525390625,0.53863525390625,0.0104217529296875,1.04217529296875,0.0169830322265625,1.69830322265625,0.1
88,0.0,0.0,0.0,0.0,0.0,0.0,0.00467898908966303,0.2075986255992044,6.209751175057636e-05,0.0036457667757529384,0.0,0.0,65536,{0: 65536},1.127532958984375,1.127532958984375,0.0023651123046875,0.23651123046875,0.0048828125,0.48828125,0.0073699951171875,0.73699951171875,0.1
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0031980765708959184,0.20519346438891484,5.405455053688279e-05,0.003390266859322569,0.0,0.0,65536,{0: 65536},1.3098602294921875,1.3098602294921875,0.0063934326171875,0.63934326171875,0.011474609375,1.1474609375,0.0170135498046875,1.70135498046875,0.1
90,0.0,0.0,0.0,0.0,0.0,0.0,0.004113096607451437,0.21427523061808063,6.157413998061818e-05,0.0035712897150260714,0.0,0.0,65536,{0: 65536},1.3758392333984375,1.3758392333984375,0.007171630859375,0.7171630859375,0.012725830078125,1.2725830078125,0.0189666748046875,1.89666748046875,0.1
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0028811832877622275,0.14733226426272683,5.376102631311542e-05,0.0032325969175961977,0.0,0.0,65536,{0: 65536},1.3166961669921875,1.3166961669921875,0.006195068359375,0.6195068359375,0.0115814208984375,1.15814208984375,0.0165557861328125,1.65557861328125,0.1
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0033274701203640806,0.13245357134026658,6.912364240505805e-05,0.00391136143958995,0.0,0.0,65536,{0: 65536},1.444305419921875,1.444305419921875,0.007354736328125,0.7354736328125,0.0130462646484375,1.30462646484375,0.0206451416015625,2.06451416015625,0.1
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0033416846148072027,0.14733226426272683,5.981495303619954e-05,0.004676629058554094,0.0,0.0,65536,{0: 65536},1.333648681640625,1.333648681640625,0.0062408447265625,0.62408447265625,0.011260986328125,1.1260986328125,0.0172576904296875,1.72576904296875,0.1
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0034503990780660495,0.19732517780149594,5.327761300488733e-05,0.003207824378347046,0.0,0.0,65536,{0: 65536},1.2888641357421875,1.2888641357421875,0.0057830810546875,0.57830810546875,0.0109710693359375,1.09710693359375,0.0161895751953125,1.61895751953125,0.1
95,0.0,0.0,0.0,0.0,0.0,0.0,0.003332813271773645,0.14036409303219566,6.332570360619834e-05,0.0037072397269747913,0.0,0.0,65536,{0: 65536},1.2928924560546875,1.2928924560546875,0.0078125,0.78125,0.01470947265625,1.470947265625,0.0204925537109375,2.04925537109375,0.1
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0039585218138602106,0.2026858042303481,6.166604440367864e-05,0.0033254534393185597,0.0,0.0,65536,{0: 65536},1.2499542236328125,1.2499542236328125,0.0051422119140625,0.51422119140625,0.0093231201171875,0.93231201171875,0.01361083984375,1.361083984375,0.1
97,0.0,0.0,0.0,0.0,0.0,0.0,0.003568730315062843,0.16411926489727424,5.594849752597402e-05,0.0033107963550953468,0.0,0.0,65536,{0: 65536},1.4117279052734375,1.4117279052734375,0.0073394775390625,0.73394775390625,0.012969970703125,1.2969970703125,0.0186767578125,1.86767578125,0.1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.003656181661189083,0.22741966223289334,5.619291827466286e-05,0.0033793157501298245,0.0,0.0,65536,{0: 65536},1.4463043212890625,1.4463043212890625,0.00567626953125,0.567626953125,0.0105133056640625,1.05133056640625,0.01556396484375,1.556396484375,0.1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.003266763581965067,0.1473322642627286,5.228540384064236e-05,0.0030334413469402296,0.0,0.0,65536,{0: 65536},1.279937744140625,1.279937744140625,0.00543212890625,0.543212890625,0.0094451904296875,0.94451904296875,0.014434814453125,1.4434814453125,0.1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0033274673457190786,0.1944498596515476,6.780535154621125e-05,0.004077456710959396,0.0,0.0,65536,{0: 65536},1.32086181640625,1.32086181640625,0.00616455078125,0.616455078125,0.011260986328125,1.1260986328125,0.017303466796875,1.7303466796875,0.1
101,0.0,0.0,0.0,0.0,0.0,0.0,0.003856125417445461,0.1398929178014967,5.681954153460161e-05,0.004065520120539012,0.0,0.0,65536,{0: 65536},1.3080291748046875,1.3080291748046875,0.0060577392578125,0.60577392578125,0.011260986328125,1.1260986328125,0.0161895751953125,1.61895751953125,0.1
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0036513536092226315,0.1398929178014967,6.372605818297502e-05,0.0036746521573768065,0.0,0.0,65536,{0: 65536},1.56121826171875,1.56121826171875,0.0120849609375,1.20849609375,0.0189208984375,1.89208984375,0.02655029296875,2.655029296875,0.1
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0032993310661325703,0.18487040869309412,6.227240955974522e-05,0.0035238077022486797,0.0,0.0,65536,{0: 65536},1.278961181640625,1.278961181640625,0.009490966796875,0.9490966796875,0.015228271484375,1.5228271484375,0.0209197998046875,2.09197998046875,0.1
104,0.0,0.0,0.0,0.0,0.0,0.0,0.00412029768179101,0.19732517780149572,8.879306604865132e-05,0.005211769959276986,0.0,0.0,65536,{0: 65536},1.2085113525390625,1.2085113525390625,0.005828857421875,0.5828857421875,0.0107879638671875,1.07879638671875,0.0161285400390625,1.61285400390625,0.1
105,0.0,0.0,0.0,0.0,0.0,0.0,0.003599857046746111,0.13245357134026747,0.0005661226914053705,0.005098755058798865,0.0,0.0,65536,{0: 65536},1.6519927978515625,1.6519927978515625,0.01239013671875,1.239013671875,0.019561767578125,1.9561767578125,0.02825927734375,2.825927734375,0.1
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0038363672075906194,0.17776781133526742,6.602162542066859e-05,0.003964896366476834,0.0,0.0,65536,{0: 65536},1.239990234375,1.239990234375,0.0055389404296875,0.55389404296875,0.010284423828125,1.0284423828125,0.017242431640625,1.7242431640625,0.1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0042193266975362855,0.14692635687480005,6.719893571105182e-05,0.00381818472126552,0.0,0.0,65536,{0: 65536},1.23516845703125,1.23516845703125,0.0059051513671875,0.59051513671875,0.0115966796875,1.15966796875,0.01751708984375,1.751708984375,0.1
108,0.0,0.0,0.0,0.0,0.0,0.0,0.004503382839279366,0.3625922190664346,7.214957675640972e-05,0.00399920023992003,0.0,0.0,65536,{0: 65536},1.18505859375,1.18505859375,0.002685546875,0.2685546875,0.00482177734375,0.482177734375,0.00714111328125,0.714111328125,0.1
109,0.0,0.0,0.0,0.0,0.0,0.0,0.004221415091487214,0.23069276446802034,6.987819553702286e-05,0.003807486787805802,0.0,0.0,65536,{0: 65536},1.18963623046875,1.18963623046875,0.002349853515625,0.2349853515625,0.00421142578125,0.421142578125,0.00604248046875,0.604248046875,0.1
