image,method,bpp,feature_extract_s,fuzzy_infer_s,embed_s,extract_s,total_s,peak_memory_kb
im10013.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.008800,0.009365,0.018164,5037.9
im10013.jpg,Adaptive,0.2,0.150851,0.187589,0.013161,0.014460,0.366061,458563.1
im10014.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.009988,0.010335,0.020323,5535.1
im10014.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.010151,0.010112,0.020263,5521.1
im10014.jpg,Adaptive,0.2,0.180842,0.215209,0.016319,0.017281,0.429651,502578.7
im10015.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.009585,0.008695,0.018279,5050.6
im10015.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.009092,0.009229,0.018320,5037.9
im10015.jpg,Adaptive,0.2,0.136548,0.290793,0.018660,0.014216,0.460218,458563.1
im10016.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.009390,0.008809,0.018198,4485.4
im10016.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.008929,0.008585,0.017514,4474.1
im10016.jpg,Adaptive,0.2,0.133132,0.161944,0.014072,0.016210,0.325358,407211.5
im10017.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.008009,0.007823,0.015833,4485.4
im10017.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.009059,0.009859,0.018918,4474.1
im10017.jpg,Adaptive,0.2,0.153364,0.146658,0.012530,0.014779,0.327331,407211.5
im10018.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.011770,0.016609,0.028378,5965.7
im10018.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.014443,0.013458,0.027901,5950.6
im10018.jpg,Adaptive,0.2,0.178793,0.273773,0.015352,0.016635,0.484553,541704.8
im10019.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.009019,0.008755,0.017774,5050.6
im10019.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.008758,0.008597,0.017354,5037.9
im10019.jpg,Adaptive,0.2,0.146134,0.220447,0.013606,0.014785,0.394972,458563.2
im1002.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.007948,0.007421,0.015369,4391.2
im1002.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.007655,0.007902,0.015557,4380.2
im1002.jpg,Adaptive,0.2,0.119631,0.157630,0.011446,0.014171,0.302878,398653.1
im10020.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.017377,0.014732,0.032108,6732.8
im10020.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.015020,0.014596,0.029616,6715.8
im10020.jpg,Adaptive,0.2,0.190498,0.251470,0.018301,0.020827,0.481095,611395.2
im10021.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.005475,0.005314,0.010788,2789.8
im10021.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.005560,0.005370,0.010930,2782.9
im10021.jpg,Adaptive,0.2,0.082518,0.097739,0.008319,0.009738,0.198314,253156.9
im10022.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.008762,0.008676,0.017439,4108.6
im10022.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.008362,0.009429,0.017791,4098.3
im10022.jpg,Adaptive,0.2,0.131931,0.147884,0.012653,0.013756,0.306225,372977.3
im10023.jpg,Fixed-LSB-1,0.2,0.0,0.0,0.010040,0.010043,0.020083,5252.5
im10023.jpg,Fixed-LSB-2,0.2,0.0,0.0,0.010246,0.010003,0.020249,5239.2
im10023.jpg,Adaptive,0.2,0.150512,0.201408,0.014833,0.016080,0.382833,476903.1
